Java HotSpot(TM) 64-Bit Server VM (25.101-b13) for bsd-amd64 JRE (1.8.0_101-b13), built on Jun 22 2016 02:42:15 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 8388608k(1015292k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=1073741824 -XX:MaxHeapSize=1073741824 -XX:MaxNewSize=1048576 -XX:NewSize=1048576 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
8.488: [GC (Allocation Failure) 8.488: [DefNew: 960K->63K(960K), 0.0033138 secs] 295061K->295059K(1048512K), 0.0033583 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
8.514: [GC (Allocation Failure) 8.515: [DefNew: 959K->64K(960K), 0.0032455 secs] 295955K->295948K(1048512K), 0.0033003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.541: [GC (Allocation Failure) 8.541: [DefNew: 960K->63K(960K), 0.0035299 secs] 296844K->296842K(1048512K), 0.0036073 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
8.566: [GC (Allocation Failure) 8.566: [DefNew: 959K->63K(960K), 0.0041435 secs] 297738K->297736K(1048512K), 0.0041923 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.593: [GC (Allocation Failure) 8.593: [DefNew: 959K->63K(960K), 0.0036379 secs] 298632K->298629K(1048512K), 0.0036990 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.618: [GC (Allocation Failure) 8.618: [DefNew: 959K->63K(960K), 0.0031831 secs] 299525K->299518K(1048512K), 0.0032289 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.643: [GC (Allocation Failure) 8.643: [DefNew: 959K->63K(960K), 0.0038249 secs] 300414K->300413K(1048512K), 0.0038859 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
8.669: [GC (Allocation Failure) 8.669: [DefNew: 959K->63K(960K), 0.0033741 secs] 301309K->301306K(1048512K), 0.0034183 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
8.695: [GC (Allocation Failure) 8.695: [DefNew: 959K->63K(960K), 0.0033480 secs] 302202K->302200K(1048512K), 0.0033937 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.720: [GC (Allocation Failure) 8.720: [DefNew: 959K->63K(960K), 0.0036752 secs] 303096K->303089K(1048512K), 0.0037200 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
8.743: [GC (Allocation Failure) 8.743: [DefNew: 959K->63K(960K), 0.0031985 secs] 303985K->303983K(1048512K), 0.0032432 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.768: [GC (Allocation Failure) 8.768: [DefNew: 959K->64K(960K), 0.0031700 secs] 304879K->304877K(1048512K), 0.0032110 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.794: [GC (Allocation Failure) 8.794: [DefNew: 960K->63K(960K), 0.0039948 secs] 305773K->305771K(1048512K), 0.0040469 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
8.820: [GC (Allocation Failure) 8.820: [DefNew: 959K->63K(960K), 0.0035739 secs] 306667K->306660K(1048512K), 0.0036444 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
8.846: [GC (Allocation Failure) 8.846: [DefNew: 959K->63K(960K), 0.0036752 secs] 307556K->307554K(1048512K), 0.0037233 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
8.873: [GC (Allocation Failure) 8.873: [DefNew: 959K->64K(960K), 0.0034591 secs] 308450K->308448K(1048512K), 0.0035048 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
8.899: [GC (Allocation Failure) 8.899: [DefNew: 960K->63K(960K), 0.0037776 secs] 309344K->309341K(1048512K), 0.0038377 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
8.924: [GC (Allocation Failure) 8.924: [DefNew: 959K->64K(960K), 0.0034048 secs] 310237K->310231K(1048512K), 0.0034533 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.950: [GC (Allocation Failure) 8.950: [DefNew: 960K->64K(960K), 0.0034343 secs] 311127K->311125K(1048512K), 0.0034805 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
8.976: [GC (Allocation Failure) 8.977: [DefNew: 960K->63K(960K), 0.0032740 secs] 312021K->312019K(1048512K), 0.0033156 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.001: [GC (Allocation Failure) 9.001: [DefNew: 959K->63K(960K), 0.0046787 secs] 312915K->312912K(1048512K), 0.0047343 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.029: [GC (Allocation Failure) 9.029: [DefNew: 959K->63K(960K), 0.0048027 secs] 313808K->313801K(1048512K), 0.0048509 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.055: [GC (Allocation Failure) 9.055: [DefNew: 959K->64K(960K), 0.0034861 secs] 314697K->314696K(1048512K), 0.0035320 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.081: [GC (Allocation Failure) 9.081: [DefNew: 960K->63K(960K), 0.0037032 secs] 315592K->315589K(1048512K), 0.0037573 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.108: [GC (Allocation Failure) 9.108: [DefNew: 959K->63K(960K), 0.0035220 secs] 316485K->316483K(1048512K), 0.0035670 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
9.135: [GC (Allocation Failure) 9.135: [DefNew: 959K->63K(960K), 0.0033482 secs] 317379K->317372K(1048512K), 0.0033905 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.160: [GC (Allocation Failure) 9.160: [DefNew: 959K->64K(960K), 0.0035316 secs] 318268K->318266K(1048512K), 0.0035768 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.187: [GC (Allocation Failure) 9.187: [DefNew: 960K->64K(960K), 0.0033967 secs] 319162K->319160K(1048512K), 0.0034422 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.214: [GC (Allocation Failure) 9.214: [DefNew: 960K->63K(960K), 0.0034422 secs] 320056K->320054K(1048512K), 0.0035202 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.238: [GC (Allocation Failure) 9.238: [DefNew: 959K->63K(960K), 0.0034549 secs] 320950K->320943K(1048512K), 0.0035070 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.264: [GC (Allocation Failure) 9.264: [DefNew: 959K->64K(960K), 0.0036431 secs] 321839K->321837K(1048512K), 0.0036980 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.291: [GC (Allocation Failure) 9.291: [DefNew: 960K->63K(960K), 0.0033711 secs] 322733K->322731K(1048512K), 0.0034178 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.316: [GC (Allocation Failure) 9.316: [DefNew: 959K->63K(960K), 0.0034937 secs] 323627K->323624K(1048512K), 0.0035364 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.343: [GC (Allocation Failure) 9.343: [DefNew: 959K->64K(960K), 0.0034349 secs] 324520K->324511K(1048512K), 0.0034843 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.368: [GC (Allocation Failure) 9.368: [DefNew: 960K->63K(960K), 0.0035533 secs] 325407K->325397K(1048512K), 0.0035969 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.395: [GC (Allocation Failure) 9.395: [DefNew: 959K->63K(960K), 0.0047301 secs] 326293K->326284K(1048512K), 0.0047783 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
9.421: [GC (Allocation Failure) 9.421: [DefNew: 959K->63K(960K), 0.0034867 secs] 327180K->327169K(1048512K), 0.0035301 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.447: [GC (Allocation Failure) 9.447: [DefNew: 959K->64K(960K), 0.0044726 secs] 328065K->328052K(1048512K), 0.0045482 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.472: [GC (Allocation Failure) 9.472: [DefNew: 960K->63K(960K), 0.0036341 secs] 328948K->328940K(1048512K), 0.0036797 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.499: [GC (Allocation Failure) 9.499: [DefNew: 959K->63K(960K), 0.0035040 secs] 329836K->329827K(1048512K), 0.0035520 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.524: [GC (Allocation Failure) 9.524: [DefNew: 959K->64K(960K), 0.0035170 secs] 330723K->330713K(1048512K), 0.0035657 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.549: [GC (Allocation Failure) 9.549: [DefNew: 960K->63K(960K), 0.0045977 secs] 331609K->331597K(1048512K), 0.0046696 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
9.576: [GC (Allocation Failure) 9.576: [DefNew: 959K->64K(960K), 0.0035621 secs] 332493K->332482K(1048512K), 0.0036101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.602: [GC (Allocation Failure) 9.602: [DefNew: 960K->63K(960K), 0.0036380 secs] 333378K->333366K(1048512K), 0.0036860 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
9.628: [GC (Allocation Failure) 9.628: [DefNew: 959K->63K(960K), 0.0036088 secs] 334262K->334251K(1048512K), 0.0036549 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.653: [GC (Allocation Failure) 9.653: [DefNew: 959K->63K(960K), 0.0039782 secs] 335147K->335133K(1048512K), 0.0040561 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
9.678: [GC (Allocation Failure) 9.678: [DefNew: 959K->63K(960K), 0.0037853 secs] 336029K->336018K(1048512K), 0.0038313 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
9.705: [GC (Allocation Failure) 9.705: [DefNew: 959K->64K(960K), 0.0034788 secs] 336914K->336902K(1048512K), 0.0035324 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.729: [GC (Allocation Failure) 9.729: [DefNew: 960K->63K(960K), 0.0036091 secs] 337798K->337786K(1048512K), 0.0036536 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.753: [GC (Allocation Failure) 9.753: [DefNew: 959K->63K(960K), 0.0033796 secs] 338682K->338669K(1048512K), 0.0034253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.779: [GC (Allocation Failure) 9.779: [DefNew: 959K->63K(960K), 0.0034568 secs] 339565K->339553K(1048512K), 0.0035150 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.805: [GC (Allocation Failure) 9.805: [DefNew: 959K->63K(960K), 0.0035595 secs] 340449K->340437K(1048512K), 0.0036028 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.828: [GC (Allocation Failure) 9.828: [DefNew: 959K->63K(960K), 0.0031659 secs] 341333K->341322K(1048512K), 0.0032111 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.853: [GC (Allocation Failure) 9.853: [DefNew: 959K->63K(960K), 0.0061179 secs] 342218K->342204K(1048512K), 0.0062414 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.879: [GC (Allocation Failure) 9.879: [DefNew: 959K->63K(960K), 0.0038208 secs] 343100K->343089K(1048512K), 0.0038792 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.904: [GC (Allocation Failure) 9.904: [DefNew: 959K->63K(960K), 0.0033401 secs] 343984K->343973K(1048512K), 0.0033837 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.927: [GC (Allocation Failure) 9.927: [DefNew: 959K->63K(960K), 0.0035572 secs] 344869K->344857K(1048512K), 0.0036037 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.954: [GC (Allocation Failure) 9.954: [DefNew: 959K->63K(960K), 0.0041207 secs] 345753K->345739K(1048512K), 0.0041663 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.979: [GC (Allocation Failure) 9.979: [DefNew: 959K->63K(960K), 0.0035717 secs] 346635K->346624K(1048512K), 0.0036195 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.006: [GC (Allocation Failure) 10.006: [DefNew: 959K->64K(960K), 0.0044226 secs] 347520K->347508K(1048512K), 0.0044676 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.032: [GC (Allocation Failure) 10.032: [DefNew: 960K->64K(960K), 0.0035223 secs] 348404K->348392K(1048512K), 0.0035790 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.058: [GC (Allocation Failure) 10.058: [DefNew: 960K->63K(960K), 0.0064855 secs] 349288K->349275K(1048512K), 0.0066082 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
10.085: [GC (Allocation Failure) 10.085: [DefNew: 959K->63K(960K), 0.0034822 secs] 350171K->350159K(1048512K), 0.0035302 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.111: [GC (Allocation Failure) 10.111: [DefNew: 959K->63K(960K), 0.0037355 secs] 351055K->351043K(1048512K), 0.0037809 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.136: [GC (Allocation Failure) 10.136: [DefNew: 959K->63K(960K), 0.0038502 secs] 351939K->351928K(1048512K), 0.0039014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.163: [GC (Allocation Failure) 10.163: [DefNew: 959K->64K(960K), 0.0036994 secs] 352824K->352810K(1048512K), 0.0037503 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.188: [GC (Allocation Failure) 10.188: [DefNew: 960K->63K(960K), 0.0035845 secs] 353706K->353695K(1048512K), 0.0036245 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.215: [GC (Allocation Failure) 10.215: [DefNew: 959K->63K(960K), 0.0033940 secs] 354590K->354579K(1048512K), 0.0034389 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.240: [GC (Allocation Failure) 10.240: [DefNew: 959K->63K(960K), 0.0036137 secs] 355475K->355463K(1048512K), 0.0036593 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.267: [GC (Allocation Failure) 10.267: [DefNew: 959K->63K(960K), 0.0093188 secs] 356359K->356347K(1048512K), 0.0094459 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
10.297: [GC (Allocation Failure) 10.297: [DefNew: 959K->63K(960K), 0.0036070 secs] 357243K->357231K(1048512K), 0.0036567 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.324: [GC (Allocation Failure) 10.324: [DefNew: 959K->64K(960K), 0.0035252 secs] 358127K->358119K(1048512K), 0.0035704 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.351: [GC (Allocation Failure) 10.351: [DefNew: 960K->63K(960K), 0.0035781 secs] 359015K->359006K(1048512K), 0.0036244 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.376: [GC (Allocation Failure) 10.376: [DefNew: 959K->63K(960K), 0.0034465 secs] 359902K->359897K(1048512K), 0.0034919 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.403: [GC (Allocation Failure) 10.403: [DefNew: 959K->64K(960K), 0.0036495 secs] 360793K->360789K(1048512K), 0.0036939 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.429: [GC (Allocation Failure) 10.429: [DefNew: 960K->63K(960K), 0.0038102 secs] 361685K->361684K(1048512K), 0.0038629 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
10.455: [GC (Allocation Failure) 10.455: [DefNew: 959K->63K(960K), 0.0035302 secs] 362580K->362576K(1048512K), 0.0035841 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.481: [GC (Allocation Failure) 10.481: [DefNew: 959K->63K(960K), 0.0080070 secs] 363472K->363468K(1048512K), 0.0081362 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
10.511: [GC (Allocation Failure) 10.511: [DefNew: 959K->64K(960K), 0.0041791 secs] 364364K->364360K(1048512K), 0.0042384 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.538: [GC (Allocation Failure) 10.538: [DefNew: 960K->63K(960K), 0.0034017 secs] 365256K->365253K(1048512K), 0.0034452 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.564: [GC (Allocation Failure) 10.564: [DefNew: 959K->63K(960K), 0.0046056 secs] 366149K->366145K(1048512K), 0.0046983 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.590: [GC (Allocation Failure) 10.590: [DefNew: 959K->63K(960K), 0.0033644 secs] 367041K->367037K(1048512K), 0.0034137 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
10.616: [GC (Allocation Failure) 10.616: [DefNew: 959K->63K(960K), 0.0034685 secs] 367933K->367929K(1048512K), 0.0035153 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.643: [GC (Allocation Failure) 10.643: [DefNew: 959K->63K(960K), 0.0034212 secs] 368825K->368823K(1048512K), 0.0034953 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.667: [GC (Allocation Failure) 10.667: [DefNew: 959K->63K(960K), 0.0035206 secs] 369719K->369715K(1048512K), 0.0035672 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.694: [GC (Allocation Failure) 10.694: [DefNew: 959K->63K(960K), 0.0071841 secs] 370611K->370607K(1048512K), 0.0073426 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.724: [GC (Allocation Failure) 10.724: [DefNew: 959K->63K(960K), 0.0038030 secs] 371503K->371499K(1048512K), 0.0038707 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.746: [GC (Allocation Failure) 10.747: [DefNew: 959K->63K(960K), 0.0035388 secs] 372395K->372392K(1048512K), 0.0035806 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.772: [GC (Allocation Failure) 10.772: [DefNew: 959K->63K(960K), 0.0043652 secs] 373288K->373284K(1048512K), 0.0044100 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
10.799: [GC (Allocation Failure) 10.799: [DefNew: 959K->63K(960K), 0.0036615 secs] 374180K->374176K(1048512K), 0.0037136 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.824: [GC (Allocation Failure) 10.824: [DefNew: 959K->64K(960K), 0.0035451 secs] 375072K->375068K(1048512K), 0.0035863 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.850: [GC (Allocation Failure) 10.850: [DefNew: 960K->64K(960K), 0.0035599 secs] 375964K->375963K(1048512K), 0.0036136 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.877: [GC (Allocation Failure) 10.877: [DefNew: 960K->64K(960K), 0.0037469 secs] 376859K->376854K(1048512K), 0.0037936 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.902: [GC (Allocation Failure) 10.902: [DefNew: 960K->64K(960K), 0.0048373 secs] 377750K->377746K(1048512K), 0.0049200 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.931: [GC (Allocation Failure) 10.931: [DefNew: 960K->64K(960K), 0.0036648 secs] 378642K->378638K(1048512K), 0.0037178 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.956: [GC (Allocation Failure) 10.956: [DefNew: 960K->64K(960K), 0.0034925 secs] 379534K->379532K(1048512K), 0.0035341 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.983: [GC (Allocation Failure) 10.983: [DefNew: 960K->64K(960K), 0.0038132 secs] 380428K->380423K(1048512K), 0.0038622 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.010: [GC (Allocation Failure) 11.010: [DefNew: 960K->63K(960K), 0.0034648 secs] 381319K->381315K(1048512K), 0.0035106 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.034: [GC (Allocation Failure) 11.034: [DefNew: 959K->63K(960K), 0.0034882 secs] 382211K->382207K(1048512K), 0.0035296 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
11.060: [GC (Allocation Failure) 11.060: [DefNew: 959K->63K(960K), 0.0048911 secs] 383103K->383102K(1048512K), 0.0050189 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.088: [GC (Allocation Failure) 11.088: [DefNew: 959K->64K(960K), 0.0036010 secs] 383998K->383994K(1048512K), 0.0036548 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.113: [GC (Allocation Failure) 11.113: [DefNew: 960K->63K(960K), 0.0044444 secs] 384890K->384885K(1048512K), 0.0045269 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.140: [GC (Allocation Failure) 11.140: [DefNew: 959K->63K(960K), 0.0035576 secs] 385781K->385778K(1048512K), 0.0036095 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.166: [GC (Allocation Failure) 11.166: [DefNew: 959K->64K(960K), 0.0037849 secs] 386674K->386671K(1048512K), 0.0038347 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.192: [GC (Allocation Failure) 11.192: [DefNew: 960K->63K(960K), 0.0037078 secs] 387567K->387563K(1048512K), 0.0037543 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.219: [GC (Allocation Failure) 11.219: [DefNew: 959K->63K(960K), 0.0036630 secs] 388459K->388452K(1048512K), 0.0037144 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.245: [GC (Allocation Failure) 11.245: [DefNew: 959K->63K(960K), 0.0035646 secs] 389348K->389344K(1048512K), 0.0036114 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.270: [GC (Allocation Failure) 11.270: [DefNew: 959K->64K(960K), 0.0033426 secs] 390240K->390236K(1048512K), 0.0033972 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.297: [GC (Allocation Failure) 11.297: [DefNew: 960K->63K(960K), 0.0036817 secs] 391132K->391130K(1048512K), 0.0037273 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.323: [GC (Allocation Failure) 11.323: [DefNew: 959K->63K(960K), 0.0091265 secs] 392026K->392021K(1048512K), 0.0092989 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
11.354: [GC (Allocation Failure) 11.354: [DefNew: 959K->64K(960K), 0.0036393 secs] 392917K->392914K(1048512K), 0.0036957 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.378: [GC (Allocation Failure) 11.378: [DefNew: 960K->63K(960K), 0.0035432 secs] 393810K->393809K(1048512K), 0.0035891 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.404: [GC (Allocation Failure) 11.404: [DefNew: 959K->64K(960K), 0.0033548 secs] 394705K->394702K(1048512K), 0.0033973 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.429: [GC (Allocation Failure) 11.429: [DefNew: 960K->63K(960K), 0.0040756 secs] 395598K->395594K(1048512K), 0.0041174 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.456: [GC (Allocation Failure) 11.456: [DefNew: 959K->63K(960K), 0.0036331 secs] 396490K->396489K(1048512K), 0.0036737 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.481: [GC (Allocation Failure) 11.481: [DefNew: 959K->64K(960K), 0.0036185 secs] 397385K->397381K(1048512K), 0.0036626 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.508: [GC (Allocation Failure) 11.508: [DefNew: 960K->63K(960K), 0.0034810 secs] 398277K->398273K(1048512K), 0.0035308 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.534: [GC (Allocation Failure) 11.534: [DefNew: 959K->63K(960K), 0.0057689 secs] 399169K->399165K(1048512K), 0.0058747 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
11.561: [GC (Allocation Failure) 11.561: [DefNew: 959K->63K(960K), 0.0058077 secs] 400061K->400059K(1048512K), 0.0059170 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.590: [GC (Allocation Failure) 11.590: [DefNew: 959K->63K(960K), 0.0033488 secs] 400955K->400951K(1048512K), 0.0033890 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
11.616: [GC (Allocation Failure) 11.616: [DefNew: 959K->63K(960K), 0.0035384 secs] 401847K->401843K(1048512K), 0.0035849 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.641: [GC (Allocation Failure) 11.641: [DefNew: 959K->64K(960K), 0.0034568 secs] 402739K->402735K(1048512K), 0.0034977 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.668: [GC (Allocation Failure) 11.668: [DefNew: 960K->63K(960K), 0.0036763 secs] 403631K->403628K(1048512K), 0.0037221 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.695: [GC (Allocation Failure) 11.695: [DefNew: 959K->63K(960K), 0.0035491 secs] 404524K->404520K(1048512K), 0.0036021 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.719: [GC (Allocation Failure) 11.719: [DefNew: 959K->64K(960K), 0.0039098 secs] 405416K->405412K(1048512K), 0.0039553 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.744: [GC (Allocation Failure) 11.744: [DefNew: 960K->63K(960K), 0.0117901 secs] 406308K->406304K(1048512K), 0.0119542 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.778: [GC (Allocation Failure) 11.778: [DefNew: 959K->64K(960K), 0.0036247 secs] 407200K->407199K(1048512K), 0.0036716 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.804: [GC (Allocation Failure) 11.804: [DefNew: 960K->64K(960K), 0.0038347 secs] 408095K->408090K(1048512K), 0.0038844 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.831: [GC (Allocation Failure) 11.831: [DefNew: 960K->63K(960K), 0.0036351 secs] 408986K->408982K(1048512K), 0.0036787 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.855: [GC (Allocation Failure) 11.855: [DefNew: 959K->63K(960K), 0.0036043 secs] 409878K->409872K(1048512K), 0.0036602 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.882: [GC (Allocation Failure) 11.882: [DefNew: 959K->63K(960K), 0.0035386 secs] 410768K->410765K(1048512K), 0.0035974 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.908: [GC (Allocation Failure) 11.908: [DefNew: 959K->64K(960K), 0.0036867 secs] 411661K->411656K(1048512K), 0.0037280 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.933: [GC (Allocation Failure) 11.933: [DefNew: 960K->63K(960K), 0.0036902 secs] 412552K->412548K(1048512K), 0.0037611 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
11.959: [GC (Allocation Failure) 11.960: [DefNew: 959K->63K(960K), 0.0033681 secs] 413444K->413437K(1048512K), 0.0034132 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.986: [GC (Allocation Failure) 11.986: [DefNew: 959K->63K(960K), 0.0041431 secs] 414333K->414331K(1048512K), 0.0041882 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.013: [GC (Allocation Failure) 12.013: [DefNew: 959K->64K(960K), 0.0034500 secs] 415227K->415225K(1048512K), 0.0034929 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.040: [GC (Allocation Failure) 12.040: [DefNew: 960K->64K(960K), 0.0038162 secs] 416121K->416118K(1048512K), 0.0038688 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
12.065: [GC (Allocation Failure) 12.065: [DefNew: 960K->63K(960K), 0.0062853 secs] 417014K->417008K(1048512K), 0.0064132 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
